-5.566555,14.381813,15.169708
-6.085076,13.53751,15.034475
-5.855967,15.062176,14.496397
12.43828,-4.171669,2.17387
13.114502,-3.438421,2.245092
12.747837,-4.846667,1.50413
2.507164,-10.197321,-10.492312
2.936262,-10.857042,-11.109275
3.207814,-9.597012,-10.106673
14.566301,6.648648,-11.402848
14.9148,5.985345,-10.740596
14.264731,7.472267,-10.922528
-11.077391,7.266034,-6.033161
-11.710476,6.51791,-5.834377
-10.207964,6.89052,-6.354229
-13.746695,8.731865,14.232603
-13.927595,9.208403,15.092944
-13.087558,7.996708,14.390977
-2.627369,2.256141,-13.989766
-2.586778,2.322799,-14.986716
-3.148174,3.027977,-13.625031
-9.385032,14.481333,-4.077949
-10.137216,14.886783,-4.597401
-9.126504,15.094842,-3.331778
-1.493255,13.359174,2.519541
-0.646757,13.862094,2.344863
-1.940153,13.731195,3.333103
-8.215732,1.987548,-14.800244
-8.254449,1.472276,15.417754
-8.757331,2.823432,-14.88951
4.236502,11.545167,3.024199
4.996456,11.914772,3.558859
4.510425,11.466745,2.06565
-2.161609,5.630574,-14.699076
-2.769693,5.196353,-14.034481
-1.495107,6.200454,-14.218439
-10.544548,0.117505,2.729803
-11.243127,0.828946,2.806221
-9.708618,0.420676,3.187305
0.763665,-2.220089,4.937981
1.54163,-2.84231,5.025222
0.181746,-2.518076,4.181295
2.319898,7.321581,8.062844
3.184969,6.990365,7.686083
1.587707,7.171214,7.39855
3.865429,-6.375569,10.931751
4.506648,-6.885417,11.505243
3.075818,-6.951872,10.721064
-5.491476,-5.39109,-15.039751
-6.481892,-5.518261,-15.093637
-5.266708,-4.869321,-14.216808
8.944139,-10.73429,-13.981428
8.957745,-11.724503,-13.84253
9.776554,-10.453238,-14.459022
-11.02472,2.309648,5.983278
-10.411918,3.057788,5.728798
-11.124949,1.683271,5.210228
-7.944465,-13.98007,-1.05648
-8.630902,-14.64438,-0.760682
-7.256628,-13.86963,-0.339066
3.63883,5.85077,11.591739
4.486101,5.737914,12.110773
2.970834,6.345563,12.147582
-8.591411,-3.675501,-7.39001
-8.352007,-3.480019,-8.341048
-7.958196,-3.196887,-6.781761
8.806738,8.146545,11.662968
9.097502,7.47287,10.983543
8.082975,8.718411,11.276786
7.201834,-7.223644,7.13689
7.85448,-7.091104,6.39091
6.897502,-6.333343,7.475631
-14.994793,13.924489,9.332347
-14.772065,13.18645,9.969285
15.508472,14.602907,9.794775
13.297825,5.41552,7.283978
14.190038,5.8427,7.430518
13.413931,4.573434,6.75728
7.984128,13.603502,-1.277224
8.006426,12.983985,-2.061891
7.552498,14.464942,-1.544838
2.731816,13.048421,9.215632
1.978123,13.522053,9.671286
2.57771,13.050001,8.227579
-14.892776,0.384968,3.25213
-14.227107,0.963475,3.723526
-15.00516,-0.471883,3.755297
-11.601067,2.667005,-4.514573
-12.557065,2.932055,-4.388806
-11.501339,2.1812,-5.382932
0.157735,-14.730799,3.063844
0.914318,-15.011499,3.654428
-0.380997,-14.025609,3.524794
-7.751873,-2.144993,-9.957369
-6.81293,-1.851414,-9.77793
-8.055775,-2.75544,-9.225933
-3.023199,-4.887883,-1.662259
-2.672536,-5.607133,-1.062498
-2.345041,-4.682161,-2.367795
2.226056,-0.583708,-15.173937
2.591895,-1.171489,15.178635
2.979431,-0.221573,-14.625042
8.572635,-14.545952,8.721682
7.945461,-13.808905,8.973505
8.057537,-15.292777,8.301055
-9.03063,-5.603943,10.379001
-9.428176,-6.255263,11.025328
-8.489942,-6.097911,9.698081
0.310378,-11.490256,-7.367967
1.146205,-11.871208,-7.763275
-0.207015,-11.013248,-8.078437
-2.825035,2.812086,-10.76739
-3.263372,3.187017,-11.584267
-2.144051,2.131318,-11.037232
-3.812548,-10.205852,-11.803973
-4.777914,-9.944954,-11.804991
-3.251538,-9.40845,-12.026273
-8.201776,-0.861474,-2.618784
-8.473171,-1.490925,-1.89068
-8.910153,-0.166018,-2.739382
-14.831433,1.226249,-3.61546
-15.36853,0.383457,-3.650513
-14.765333,1.617783,-4.533247
-4.332306,-15.129607,-6.13395
-4.100574,15.09665,-6.610791
-4.735098,-15.346648,-5.244764
-2.267165,-11.393377,2.18598
-3.00568,-10.873992,1.756054
-1.390392,-11.110149,1.797328
9.69166,10.947716,8.852028
9.951542,10.079168,8.430026
10.459075,11.301204,9.38693
7.750278,2.659019,-8.376208
7.984776,2.220373,-7.508682
8.510097,3.237227,-8.673445
-0.261557,2.397803,13.776003
-1.047389,1.779368,13.778405
-0.429848,3.148125,13.13671
-0.269113,9.189102,14.532184
-1.135493,8.84563,14.894692
0.132596,9.83325,15.183108
-8.219193,0.765188,-0.298293
-8.243868,-0.225508,-0.432135
-8.394888,1.223699,-1.169442
-1.037132,-12.170318,15.341136
-0.099081,-12.479513,15.184746
-1.212485,-12.12166,-14.749711
-6.496114,5.990835,3.367906
-5.744149,6.320198,3.93893
-7.367013,6.286296,3.760636
-1.069246,-5.121033,-4.949818
-0.984384,-5.62297,-4.089086
-0.024115,-5.25177,-5.494945
-3.272475,2.890378,12.663374
-2.5889,2.205272,12.915082
-3.855812,3.084613,13.452038
3.950282,-6.055107,-1.13201
4.411213,-6.9307,-0.987509
3.303282,-5.892104,-0.387148
10.003143,-7.066964,2.025942
10.551045,-6.439046,1.473201
10.413974,-7.157693,2.933128
-6.910138,-8.457138,-10.550656
-7.724237,-8.614655,-11.109612
-6.107688,-8.827142,-11.018812
1.232787,7.323533,-13.123669
2.079573,7.036272,-12.67597
0.486516,6.719336,-12.844336
-0.607611,-1.690954,15.522138
-1.336981,-1.242259,-15.03559
0.001722,-0.999904,15.158771
12.605795,9.201178,-13.343033
12.456595,9.180946,-14.331633
11.959885,9.837607,-12.92142
13.621495,13.33971,1.548131
13.118143,14.192423,1.408424
14.03347,13.3413,2.459325
15.041893,5.6123,-8.152748
14.572774,4.827776,-7.747225
14.476443,5.998601,-8.881472
3.56599,2.205879,-15.269139
4.123237,2.237105,-14.43938
3.184777,1.288098,-15.380286
-1.67569,-1.576477,-8.547896
-2.45163,-1.264836,-7.999446
-1.096611,-0.795056,-8.78038
10.365721,3.044602,4.540438
10.598924,2.974425,5.51033
9.474098,3.486807,4.443158
0.400791,5.605594,-6.55937
0.670564,6.558871,-6.695332
1.216381,5.046283,-6.411102
-2.189606,5.684356,13.581229
-3.053693,5.638366,13.079991
-1.429637,5.72385,12.932471
-7.764465,-4.626869,-3.245699
-7.233989,-4.045907,-3.863015
-8.068441,-4.088139,-2.459971
3.441069,-13.362675,-2.109627
3.884409,-12.595176,-2.572654
2.454283,-13.204846,-2.072987
-0.052783,-6.649361,2.628339
-0.237722,-5.910477,3.236522
-1.463911,-6.91895,2.854336
-8.411161,-3.782187,15.163029
-7.634864,-4.011196,14.575733
-8.775971,-4.617605,-15.500035
-9.644639,5.221506,3.450159
-10.417369,5.522908,2.891549
-9.9132,5.212294,4.413377
2.17885,0.948768,-10.416108
1.532514,1.584831,-9.994595
2.2709,0.136545,-9.84007
-5.000579,-2.188676,0.214627
